var-1,var-2,var-3,var-4,var-5,Common,English Translated
lejane,lejaane,laijane,laijani,,lejane,To take
aamdeed,amdid,amded,,,amded,Arrival
talafuz,,,,,talafuz,Pronunciation
marunga,maarunga,,,,marunga,Will hit
aashiq,ashiq,ashique,,,ashiq,Lover
taweez,,,,,taweez,Amulet
wajbat,wajebat,wajibaat,wajbaat,,wajbat,Emotions
rakh,rukh,rkh,,,rakh,Keep
delata,delaata,dilaata,delataa,dilata,delaata,Slothful
tairana,terina,tairna,,,tairana,Swimming
maafi,moafi,maffi,mafee,,maafi,Forgiveness
inhone,enhoney,,,,enhoney,Occurrence
bamaqaam,bamaqam,bamakaam,,,bamaqam,Together
gany,gunny,ganny,,,gunny,Bags
saky,sakay,sakey,Sakain,sky,saky,Capable
Hojaye,hojayee,,,,Hojaye,Might
Ghulam,gulam,ghulaam,gulaam,,Ghulam,Slave
daant,dant,,,,dant,Teeth
istakhra,istekhara,istikhara,istakhara,istkhara,istakhara,Seeking guidance through prayer
kin,,,,,kin,Who
sonpa,soonpa,,,,sonpa,Gifted
jagaya,jagaaya,,,,jagaya,Awakened
khd,khud,khod,khudh,kud,khud,Self
Banata,banataa,bnata,,,Banata,Create
sar,sarr,,,,sar,Head
Waqaf,wakuf,waqif,waqf,,Waqaf,Pause
sakhat,sakhet,sakht,,,sakhat,Severe
Taqreer,taqrer,taqrir,takreer,tqreer,Taqreer,Speech
himet,Himmat,himmt,himat,himaat,himat,Courage
phenao,phanao,,,,phenao,Apply
darje,darjey,darjay,darjy,drjy,darjay,Levels
hat,hut,ht,,,hat,Hand
Firna,firnaa,,,,Firna,Turn
khilain,khilay,,,,khilain,Play
mera,mara,mra,,,mera,Mine
dedaar,deedar,deedaar,dedar,,dedar,Sight
khaali,khali,,,,khali,Empty
kinaray,kinaaray,,,,kinaray,Shores
nikkama,nikama,nikuma,,,nikama,Useless
qarardadon,,,,,qarardadon,Agreements
taaj,taj,tajj,,,taj,Crown
sotele,soteli,,,,sotele,Stepson
saare,sare,sari,saari,,sare,All
kanda,kandha,,,,kandha,Shoulder
Charkhey,charkhy,churkhy,cherkhy,churkhay,Charkhey,Wheels
kheelein,khailain,khelain,,,khailain,Let's play
Shahzor,shahroor,,,,Shahzor,Strength
dhann,dhan,dhen,dhun,,dhan,Wealth
aankh,ankh,,,,ankh,Eye
rawabit,,,,,rawabit,Relations
galte,galti,galati,galate,ghalti,galti,Mistake
Thaam,tham,,,,Thaam,Hold
sohbatain,sohbatay,,,,sohbatain,Conversations
hont,hount,,,,hont,Lips
harefon,harifo,harifon,,,harifon,Enemies
guriya,gurya,guryaa,,,guriya,Doll
kafiron,kafiroun,kafron,,,kafiron,Infidels
khuley,khulay,,,,khulay,Open
badul,baadul,baadal,,,baadal,Clouds
tabqa,tabika,,,,tabqa,Group
Badan,baden,badn,,,Badan,Body
neat,neyat,niat,niyat,,neyat,Intention
haroon,harun,haron,,,haroon,A name
naan,nan,,,,nan,Bread
ghapla,ghaplaa,ghuplaa,,,ghapla,Corruption
zameer,zameir,Zamir,,,zameer,Conscience
Takhleeq,takhliq,takhleque,,,Takhleeq,Creation
chamat,chamant,,,,chamat,Slap
ghom,ghoom,,,,ghoom,Spin
kaley,kaliy,kaliye,kalay,,kaley,Black
parwan,purwan,,,,parwan,Moth
Halwa,hulwa,halva,,,Halwa,Sweet dessert
Lapait,lappet,lupait,,,Lapait,Wrap
sajde,Sajdey,sajiday,sajday,sajdhay,sajde,Prostration
rajpoot,rajput,rajpot,,,rajpoot,A caste/community
wasila,waseela,,,,wasila,Means
suna,sunaaa,sna,sunna,,suna,Heard
chettaaa,cheetah,cheeta,,,cheeta,Cheetah
nafa,nufa,nufaa,,,nafa,Profit
dehan,dhiyan,dhian,dehaan,,dehan,Attention
qarza,,,,,qarza,Debt
thehar,thahr,thahar,,,thehar,Pause
seekhne,seekhni,sekhne,sekhni,sikhne,seekhne,Learning
badzan,budzan,,,,badzan,Corrupted
pohanchta,,,,,pohanchta,Reaches
pasmandigan,pusmandige,,,,pasmandigan,Losers
iftetah,Iftita,Iftitah,iftetaah,iftatah,iftatah,Beginning
koam,quom,qaom,qaum,qoam,quom,Nation
ubhre,ubhri,obhri,obhre,,ubhre,Emerged
Lohy,loohay,loohy,,,Lohy,Iron
pakartey,pakarty,pakrtey,pkarty,pkrntay,pakartey,Grasp
ketna,kitna,ktna,,,kitna,How much
yaaar,yaar,yr,yar,yarr,yar,Friend
jabar,Jabbar,,,,jabar,Tyranny
kerwa,karwa,kerva,karva,,karwa,Bitter
ajdaad,ajdad,,,,ajdaad,Ancestors
tareekhi,,,,,tareekhi,Historical
rahnumai,rahnmai,rehnumai,,,rahnumai,Guidance
Bakhshish,bkhshish,bakshish,,,Bakhshish,Forgiveness
Aanay,Aane,anay,,,anay,Coming
yaafta,,,,,yaafta,Possessing
fankaar,fankar,funkar,,,fankar,Artist
chumny,choomny,chumney,chumnay,,choomny,Kissing
khobiyan,khoobyan,khubiyon,,,khobiyan,Qualities
Shaitani,shaitaani,shaytani,sheetani,,Shaitani,Devilish
chashmy,chashmey,chashmay,,,chashmy,Spectacles
chahry,chehry,chehrey,chahray,Chehray,chahray,Faces
shaandaar,shandar,shandaar,,,shandar,Magnificent
khssary,khasaray,khassaray,,,khssary,Losses
tarash,taraash,,,,tarash,Carve
khaal,khal,,,,khaal,Skin
roop,rop,,,,roop,Beauty
banadiya,banadya,bnaiya,,,banadya,Created
sarmaye,,,,,sarmaye,Capital
surangon,sorangon,,,,surangon,Tunnels
tootian,tooty,,,,tootian,Pieces
fjr,fajar,,,,fajar,Dawn
sargarmi,,,,,sargarmi,Activity
fani,faani,fane,faane,Fanni,faani,Temporary
kankar,kanker,kunker,,,kankar,Pebble
larnay,larny,Larrnay,larinay,,larnay,Fighting
unhi,unhe,,,,unhi,Them
chalane,chalani,,,,chalane,To drive
Aaegi,ayge,aygi,aegi,,ayge,Will come
amaan,aman,Amn,,,aman,Peace
gharhe,ghare,gari,,,ghare,Houses
fankarana,fankrana,funkrana,,,fankarana,Artistic
bakasrat,baksrat,,,,bakasrat,Abundance
Tango,taango,,,,Tango,Steps
Samajhtay,samjhaty,samjhty,samjhitay,,Samajhtay,Understand
parda,pardah,pardh,prda,,parda,Veil
kefiyat,kefyat,,,,kefiyat,Condition
rahnuma,rahnma,rehnuma,rehnumaa,,rahnuma,Guide
sekhygy,seekhaygy,seekhygy,,,seekhaygy,Will learn
takrate,takraati,,,,takrate,Collisions
zidi,ziddi,,,,ziddi,Stubborn
Gopal,gopaal,,,,gopal,Shepherd
Lakshmi,lukshme,lakshme,,,Lakshmi,Goddess of Wealth
chamka,chmka,chumka,,,chamka,Shone
jamatain,jamaity,jamaitain,,,jamaity,Societies
basani,baasani,,,,basani,Established
hidayatkar,hidayatkaar,hydayatkar,,,hidayatkar,Adviser
Sabiq,,,,,Sabiq,Former
naya,,,,,naya,New
Saraiki,siraki,siraiki,saraike,,Saraiki,A regional language
zalail,zaleeel,zaleel,zalil,zalel,zaleel,Humiliated
Markaz,marqaz,markz,,,Markaz,Center
danda,denda,dnda,dendaa,dandaa,danda,Stick
hukam,Hukkam,hukm,Hukom,Hukum,hukam,Order
Chunna,chuna,chunaa,chna,,chuna,Touch
phansi,phanse,,,,phansi,Hanging
jism,jsm,,,,jism,Body
rakhha,rakha,rukha,rkha,,rakha,Kept
maaar,mar,maar,,,mar,Hit
Firaq,firaak,firaaq,,,Firaq,Divisions
alag,alg,,,,alag,Separate
phelaya,,,,,phelaya,Spread
saaath,sath,saath,,,saath,Together
aehtemam,ahtimam,ahtemam,ahtmam,,ahtimam,Attention
gaya,guya,gya,gyaa,geya,gaya,Gone
wuzraa,wazura,wazuraa,wazraa,,wuzraa,Ministers
Nayab,nayaab,,,,Nayab,Unique
lawaris,laawaris,lawares,,,lawaris,Orphan
hoe,hoi,,,,hoi,Happened
nakli,nikle,nikli,,,nakli,Fake
wasol,Wasool,wasul,,,wasol,Achieved
dhulwaye,dhlwae,dhulway,dhlwaye,dhulwae,dhulwaye,Humiliated
shirkat,shirket,,,,shirkat,Participation
tal,taal,,,,taal,Rhythm
Qudrat,kudrat,,,,Qudrat,Nature
gaein,gaen,gaain,gaien,gain,gaein,Went
ustaad,Ustad,ostaad,,,Ustad,Teacher
chahea,chihye,chaeay,chaeye,,chahea,Should
kaladam,kalaadam,kaladum,kalaadum,,kaladam,Blackmail
Dhamki,dhemki,dhmki,dhemkii,dhamkii,Dhamki,Threat
sahaba,,,,,sahaba,Companions
baaray,baary,bary,,,bary,Big
lekhna,likhna,,,,likhna,To write
khabees,khabes,khabis,,,khabees,Wicked
her,hr,har,hir,,har,Every
lik,likh,likeh,lkh,,likh,Write
hifza,hifzaa,,,,hifza,Memory
lamhat,lumhaat,lamhaat,lumhat,,lamhat,Moments
bahasiat,bahasiyat,bahasyat,,,bahasyat,Argument
subh,,,,,subh,Morning
tandrust,tandurust,tundrust,,,tandrust,Healthy
Uthaenge,,,,,Uthaenge,Will lift
irada,iradah,iradaah,,,irada,Intention
Khala,,,,,Khala,Aunt
Ujrey,ujray,,,,Ujrey,Desolate
aqawami,aqawame,,,,aqawami,International
pakra,pkra,pakda,,,pakra,Caught
karedne,kardiany,kardeni,,,kardiany,Accomplished
takhliqat,takhliquat,,,,takhliqat,Creations
leaga,lega,layga,,,leaga,Will take
wakai,waqaii,waqae,waqai,waqaie,waqai,Indeed
quaid,,,,,quaid,Leader
kurty,kurtay,,,,kurty,Shirt
Chora,chura,choraa,,,Chora,Thief
amoman,amomn,umoman,amooman,,amoman,Generally
phasey,,,,,phasey,Trapped
makam,maqam,maqaam,,,makam,Position
liya,liyaa,,,,liya,Taken
khushqismati,khushkismati,khushqismate,,,khushqismati,Fortune
jaez,jaiz,jayaz,jayz,Jayez,jaiz,Legal
bandhna,bandna,bhandhna,,,bandhna,Tie
nazakat,nazaqat,nazaqet,,,nazakat,Grace
pohch,Pohnch,pohuch,pohunch,,pohch,Arrival
harasy,haraasy,,,,harasy,Harrass
des,desh,,,,des,Country
tasali,tassali,tasale,tasssali,,tasali,Comfort
gusal,gusul,gusel,ghusal,ghusul,gusal,Bath
zamaa,zaman,,,,zaman,Era
mohbt,mohabat,muhabat,muhabbat,muhbt,muhabat,Love
sharbat,shurbat,,,,sharbat,Drink
kamraniyon,kamranyon,kamranion,,,kamranyon,Employees
smjhi,samjhe,samjhi,smajhi,smjhe,smjhi,Understood
qarzay,Qarzey,,,,qarzay,Debts
tohfatan,tohfetan,touhfatan,tohfeten,,tohfatan,Gifts
chotu,chotoo,chottu,chottoo,,chotu,Small
Mastana,mastanna,,,,Mastana,Carefree
ghuzrata,ghuzrita,guzarta,guzarita,,guzarta,Passes
banalo,banaalo,bnalo,,,banalo,Make
Dhamaky,dhamakay,dhemaky,,,dhamakay,Explosions
aqeedatein,aqudaty,,,,aqudaty,Courageous
roye,roe,,,,roye,Cried
tajiron,taajiron,tajron,,,tajiron,Merchants
rang,rung,,,,rang,Color
dastbardar,dst brdar,destbardar,dastberdar,dastbadar,dastbardar,Responsible
zindabaaad,zindabad,zandabad,zindaabad,zndabad,zindabad,Long live
tarikhon,Tarekhon,tarikho,tareekhon,tarekho,tarikhon,Dates
nuksaan,nuksan,Nuqsaan,nuqsan,,nuksan,Loss
kafeel,kafil,kafel,,,kafeel,Sponsor
khuwateen,Khawateen,khawaten,Khwateen,khawten,Khawateen,Women
farma,farmaa,furma,frma,,farma,Command
kahan,kahn,khn,khnn,,kahan,Where
taskeen,tasqeen,,,,taskeen,Satisfaction
fitri,fitree,fitre,,,fitri,Natural
saary,sary,saray,saaray,saraay,sary,Entire
aqlyton,aqlyto,,,,aqlyton,Minorities
aachhee,aachi,aa6i,axhi,achi,achi,Good
salana,saalana,,,,salana,Annual
jumlon,jumloun,,,,jumlon,Sentences
aafrini,aafrine,,,,aafrini,Gratification
karlyna,karlena,kerlena,,,karlena,Do
Karkuno,karkoono,karknon,,,Karkuno,Crooks
badalnay,Badalnai,badalne,badelnay,,badalnay,Changing
laye,laayen,Layen,,,laye,Brought
magvany,magwany,magwny,mangwany,,magwany,Defeat
Hadiqa,hadeeqa,,,,Hadiqa,Garden
pocha,poocha,pooocha,,,pocha,Mop
robaro,rubaru,rubaro,,,robaro,Comparison
samjhea,samjhiye,smjhiye,smjaey,,samjhea,Understood
Sood,soud,,,,Sood,Interest
zimmedarana,Zimedarana,zimmedaarana,zumedaarana,,zimmedarana,Responsible
dakhla,daakhla,dakhlla,,,dakhla,Entrance
peshawarana,peshwarana,,,,peshawarana,Peshawari
istamaal,istamal,istemal,istaimal,istaymal,istaimal,Use
shakhsiyaat,,,,,shakhsiyaat,Personalities
aziyaton,,,,,aziyaton,Hardships
jameel,jamel,,,,jameel,Beautiful
larty,larity,,,,larity,Quarrel
jasakta,jaskta,,,,jasakta,Capable
qabze,kabizee,kabire,,,qabze,Grip
chapal,Chappal,chpal,chapul,chapel,chapal,Sandal
jharoo,jharu,jharo,,,jharu,Broom
jhoom,jhom,,,,jhoom,Swing
nawabzada,nwabzada,,,,nawabzada,Prince
parchi,parche,,,,parchi,Note
fojion,fojiyon,Foujio,,,Foujio,Armies
tafsili,tafsli,tafslee,tafsilee,,tafsili,Detailed
hidayaat,hedayaat,,,,hidayaat,Instructions
alwidaai,alwidae,,,,alwidae,Farewell
nakaam,nakam,,,,nakam,Unsuccessful
suno,,,,,suno,Listen
kismat,kismet,qismat,qismet,,kismat,Fate
saaday,saday,,,,saday,Simple
nafiz,naafiz,naafz,,,nafiz,Effective
auhdedaron,uhididaar,,,,uhididaar,Holder
ikhteyar,Ikhtiaar,Ikhtiyar,ikhtyar,ikhtiyaar,ikhteyar,Choice
tashaddud,tashadud,tashadut,tashdud,tashadudd,tashadud,Torture
kheelne,khelne,khelni,khailne,khailni,khelni,To play
natak,natuk,,,,natak,Drama
Teesra,tesra,,,,Teesra,Third
uthae,uthai,,,,uthae,Raise
Sila,silaa,,,,Sila,Connection
pahalay,pahaley,pahlay,pahley,pehlay,pahaley,First
jhula,jhoola,jhola,jhulla,,jhula,Swing
nashai,nashy,nushay,nushy,nshy,nashai,Intoxication
aamad,Aamd,amad,,,amad,Arrival
qareb,Qareeb,qarib,kareeb,kareb,kareeb,Near
hatalia,hataalia,hatalya,,,hatalya,Hindrance
sarbarah,,,,,sarbarah,Leader
dair,der,,,,der,Late
fakahi,fikihe,,,,fikihe,Fade
chaprasi,chprasi,chuprasi,chaprasii,chaprase,chaprasi,Peon
rukwai,rukwae,,,,rukwai,Stopped
Seekh,sekh,,,,Seekh,Learn
ban,bann,bn,,,ban,Forest
qalbi,,,,,qalbi,Cardiac
Kartay,karty,krty,kertay,krtay,Kartay,Do
khushion,khushiun,khushiyon,Khoshion,khoshiun,khushion,Joys
sunae,sunai,sunaye,sunayi,,sunae,Told
Neela,nela,,,,Neela,Blue
pehanta,pehchaanta,pehchanta,pahchanta,,pehanta,Wears
sajdon,sajido,sajdo,sjdo,,sajdon,Prostrations
ghoomo,ghomo,ghumo,,,ghomo,Rotate
Papa,,,,,Papa,Father
mahfooz,Mahfuz,mahfoz,mehfoz,,mahfoz,Secure
cheezoun,cheezo,cheezon,chezon,cheizon,chezon,Things
gharane,gharani,,,,gharani,Household
hawari,haware,,,,hawari,Eagerness
zani,zaani,zaane,,,zani,Adulterer
gadhon,gadhoun,,,,gadhon,Donkeys
farsi,faarsi,farse,,,farsi,Persian
kaseer,,,,,kaseer,Many
Sadar,Saddar,sadder,,,Sadar,President
pathar,pather,Patthar,Patther,,pathar,Stone
Radha,,,,,Radha,Mirth
galey,galy,gallay,galay,glay,galay,Throats
Zina,zinah,zinna,zinnah,,Zina,Adultery
karaya,keraya,kiraya,qarya,,karaya,Made
gurbat,gurber,gorbat,,,gurbat,Poverty
Afwaj,afwaaj,,,,afwaaj,Armies
dheemi,dhemi,dheme,dheeme,,dhemi,Slow
mahroom,mahromm,mahrom,mehroom,,mahrom,Unaware
bandh,bndh,baandh,,,bandh,Close
Pukaar,Pukar,,,,Pukaar,Call
ajana,aajana,,,,ajana,Arrive
ublii,obli,ubli,,,ublii,Boiled
hathiyar,hathyaar,hatheyaar,hathyr,hathyar,hathiyar,Weapon
ghro,gharo,gharu,,,gharu,Potter
sabse,sabsy,sbse,,,sabsy,Most
Nirmal,nirmul,,,,Nirmal,Pure
Janemann,janeman,janyman,janiman,,janeman,Beloved
kardenge,kardainge,,,,kardenge,Will do
sifarshi,sifarishi,sifarshe,,,sifarshi,Flattery
paro,,,,,paro,Learn
hikmat,hikmet,hikmt,,,hikmat,Wisdom
khiraje,khiraaje,khiraaji,,,khiraje,Expenses
tayara,tayyara,,,,tayara,Prepared
dhair,dher,dhairr,,,dhair,Plenty
aaen,aein,aaiyn,aayein,aayen,aaiyn,Mirror
ishara,ishaara,,,,ishara,Gesture
Shaytaano,shaytano,,,,shaytano,Devilish
zila,zilaa,Zillah,zilah,,zila,District
kaafi,kafi,kafe,kaffi,kafii,kafi,Enough
sazishein,sazishen,sazeshain,sazishain,sazeshein,sazishen,Conspiracies
munasib,munsib,mansab,,,munasib,Suitable
Kishan,,,,,Kishan,Farmer
jaesy,jsy,jysy,jesy,jasy,jesy,Like
mutinaza,matanaza,matanazah,,,mutinaza,Rebellious
Sitam,sitamm,,,,Sitam,Oppression
sochna,souchna,soochna,sonchna,,sochna,Think
anayat,inayat,inayet,,,inayat,Kindness
Zakkat,zakat,zaqat,,,zakat,Alms
Inmin,enmain,inmain,enmen,,enmain,In them
jagra,jaghra,jaghraa,,,jaghra,Quarrel
noiyat,noiyyat,noyat,,,noiyat,Nature
safarnama,safarnma,,,,safarnama,Travelogue
baqaya,bakaya,bakayaa,,,baqaya,Remaining
nateje,natijay,natije,natijey,natejay,natijay,Results
wadion,wadiyon,waadion,waadiyon,,wadion,Promises
kamil,kaamil,kamel,,,kamil,Complete
Sarfaraz,sarfraz,sarfaraaz,,,sarfraz,Victorious
mashwara,mashwarah,mushwara,mshwara,,mashwara,Advice
olwya,ola,olia,,,olwya,Scholars
orton,ouraton,uraton,oraton,aurton,orton,Women
bais,baiys,baiz,,,bais,Basis
Namay,naamay,,,,Namay,Letters
ajkal,ajkl,,,,ajkal,Nowadays
sawalaat,Sawalat,,,,Sawalat,Questions
Nashiston,nashistoun,nashisto,nushitsro,,Nashiston,Seats
dhamka,dhamkaa,dhumka,dhemka,,dhamka,Threat
sehatyab,sahetyaab,sehatyaab,sahetyab,,sehatyab,Healthy
tumhare,tumhari,tumhre,tmhari,tmhare,tumhari,Yours
rahety,rahitay,rahtay,rahity,rahty,rahety,Stay
sarefehrist,sar-e-fehrist,,,,sarefehrist,Sacrificial
phenkni,,,,,phenkni,Throw
nisbatan,nisbaten,,,,nisbatan,Relatively
ghutno,ghuthno,guthno,guthnon,,ghutno,Knees
maasoom,masom,masoom,masum,,masom,Innocent
patli,putli,,,,patli,Thin
katpothly,katputlay,katputilay,,,katputlay,Dolls
dastakhat,dastkhat,destakht,destakhat,dstakht,dastakhat,Signatures
nahi,nae,nahe,nhi,nai,nahi,No
Ismail,ismael,,,,Ismail,Ismail
khaliq,khalq,khalique,khalque,,khaliq,Creator
nashtay,nashty,,,,nashtay,Breakfast
Hirs,hires,,,,Hirs,Greed
Khilaao,khilao,,,,khilao,Feed
sunege,sunayge,sunyge,,,sunege,Will listen
Hindustani,hindustaani,,,,Hindustani,Indian
jany,janye,,,,jany,Know
badal,badl,,,,badal,Clouds
farmabardari,barmabardare,furnabardari,,,farmabardari,Obedience
Zalimi,zalmi,zaalime,zaalimi,,Zalimi,Oppressor
Haftay,hafte,haftey,hafty,haftaye,Haftay,Weeks
talbaat,talbat,talibat,,,talbaat,Students
bago,bhago,bhaagoo,,,bhago,Flee
Kirayon,kiraayo,,,,Kirayon,Tenants
ka,kaa,,,,ka,Of
qail,kail,,,,qail,Possessor
Tynat,tainaat,tainat,taenat,taiynaat,tainaat,Appointed
kameenian,kaminay,kamenay,kaminy,kameny,kaminay,Wicked
adraak,adrak,idraak,idrak,,adrak,Ginger
Fazeelat,fazelat,,,,fazelat,Virtue
Sheesha,shesha,,,,Sheesha,Mirror
gola,goula,,,,gola,Sphere
froashi,farahmoshi,faramoshi,faramoshe,,farahmoshi,Extravagance
keeray,keray,keery,,,keray,Insects
churriyon,churriyun,churiion,,,churriyun,Knives
tehreeron,tehriron,,,,tehreeron,Writings
nata,Natha,,,,nata,Relationship
shuro,shuroo,shuru,,,shuro,Start
Wardato,wardaton,wardaaton,wardatoun,,Wardato,Provisions
Tola,tolla,tolaa,,,Tola,Measurement
badmash,badmaash,bdmash,,,badmash,Rogue
Jummay,Jumme,jummy,jumay,,Jummay,Fridays
harkatain,harkatein,Harkaten,harktain,harkatn,harktain,Actions
shugal,shughal,,,,shugal,Hobby
ghulami,ghulaami,ghulame,gulami,,ghulami,Slavery
jagmagate,jugmagati,jagmagaate,jagmugati,jagmugate,jugmagati,Twinkling
samjhane,samjhaney,samjhinay,smjhane,,samjhane,Explain
khao,,,,,khao,Eat
nashar,nushar,nasher,,,nashar,Spreading
bajaye,bajhay,bajae,bajhaye,,bajhay,Instead
qala,qila,qilaa,,,qala,Castle
kood,,,,,kood,Jump
waqfiyat,waakifiyat,wakfiyat,,,waqfiyat,Incidents
janiye,jaanea,janea,,,janea,Knowledge
naron,naroon,,,,naron,Citizens
rabulalmin,rabulalmeen,,,,rabulalmin,Lord of the worlds
jila,jilaa,jilla,jla,,jila,District
lamha,lumha,,,,lamha,Moment
khaka,khaaka,,,,khaka,Sketch
tabeer,tabir,taber,,,tabeer,Interpretation
sehatmandon,sehatmando,sahatmandon,sahatmando,,sehatmandon,Healthy people
nibhaya,nibhya,,,,nibhaya,Experienced
Bakray,bakrey,bakry,bkry,,Bakray,Goats
pochta,puchta,punchta,,,pochta,Ask
Chacho,chachu,chaachu,chachoo,,chachu,Uncle
kisko,ksko,,,,kisko,Whom
andesha,,,,,andesha,Suspicion
sameti,,,,,sameti,Included
sunehray,sunehary,,,,sunehray,Golden
majbor,majboor,majbour,majbur,,majbor,Compelled
Bakra,bkra,bakraa,baqra,,Bakra,Male goat
jetwani,jeetwane,jeerwani,jetwane,,jetwani,Wager
hindo,hindu,hundo,hundu,,hindu,Hindu
dastawez,Dastawiz,destaweez,dstaweez,dastaveez,dastawez,Documents
thaak,thak,,,,thaak,Tiredness
Salamati,Salamti,salamate,slamati,,Salamati,Health
nashta,,,,,nashta,Breakfast
jhalakti,jhalukti,,,,jhalakti,Sparkling
lafziyat,lafzyat,lafuziyat,lafizyat,lafzyatt,lafzyat,Words
shoq,shouk,shouq,shq,shok,shoq,Hobby
haye,Hayee,,,,haye,Oh!
salaad,salad,,,,salaad,Salad
waladat,wiladat,wilaadat,wiladut,Viladat,wiladat,Birth
lagaoge,lagaogi,,,,lagaoge,Will apply
jaag,jag,,,,jag,Wake
Jaam,jam,jamm,,,jam,Gathering
lapakte,lapukte,lapakti,,,lapakte,Slipped
gulab,gullab,gulaab,,,gulab,Rose
intazaar,intazar,intizar,intizaar,intzar,intazar,Wait
khatab,khitaab,khitab,khaytab,,khitaab,Address
hila,hilla,,,,hila,Shake
phopo,pupho,phupho,,,phopo,Aunts
kato,kaato,kaatto,,,kato,Cut
phate,,,,,phate,Torn
lagte,lagti,lagite,lgti,lgtii,lagte,Seem
seekhna,sekhina,seekhina,sekhna,skhna,seekhna,Learn
Jauhar,jouhar,jaouher,johar,,jouhar,Essence
Foran,fouran,fourn,,,Foran,Immediately
Kal,kall,kl,,,Kal,Tomorrow
baahon,bahon,bahoon,banhon,,bahon,Arms
afwahon,,,,,afwahon,Rumors
jaahiliyat,jahiliyat,jaheliyat,jahiliyt,,jahiliyat,Ignorance
uthanay,uthany,,,,uthanay,To lift
jahaz,jahaaz,,,,jahaaz,Ship
tmko,tumko,,,,tumko,You
istiqamat,isteqamat,istqamat,,,istiqamat,Perseverance
aqwal,akwal,,,,aqwal,Sayings
phenk,,,,,phenk,Throw
Gulfeezan,,,,,Gulfeezan,Flower vase
chipkaya,chipkayaa,chpkaya,,,chipkaya,Attached
rishta,reshita,,,,rishta,Relationship
naamon,manoun,naamoun,,,naamon,Names
pasbani,paasbani,,,,pasbani,Maintenance
harasat,hiraasat,haraasat,hirasat,Hirast,hirasat,Surveillance
Saazi,sazi,,,,Saazi,Craftsman
tamacha,tamachaa,,,,tamacha,Slap
chezzz,chezz,chez,cheiz,cheez,chez,Thing
aehalkar,ahlikar,ahlkar,Ahalkar,Ahelkar,ahlikar,Relative
kitnay,kitney,kitny,ketny,kitnye,kitnay,How many
jrr,jur,,,,jur,Connection
bajta,bjtaa,bajita,,,bajta,Plays
Illmo,ilmo,,,,ilmo,Knowledge
kasar,kasr,,,,kasar,Shortcoming
sonpi,soonpi,,,,sonpi,Cultivated
mahool,mahoul,mahol,mahaul,,mahool,Environment
dhamkiyon,dhemkion,dhemkiyon,dhumkion,dhamkion,dhemkion,Threats
shadio,shadiou,shadiyo,shadiyon,shadyon,shadio,Marriages
darbar,derbar,drbar,darbaar,derbaar,darbaar,Court
asrati,asraati,asrate,,,asrate,Effects
peeron,paron,pairon,,,peeron,Saints
gayaan,Gayn,giyaan,gayan,giyan,giyaan,Wisdom
daynay,deinay,deny,dainy,dainey,daynay,Giving
kalandare,kalendare,kalander,kalandar,qalandar,kalendare,Calendar
bahefazat,bahifazat,bahifazut,,,bahifazat,Safely
sifat,,,,,sifat,Quality
shiddat,shidat,,,,shiddat,Intensity
khizar,khizr,,,,khizar,Green
nishaniya,nishaniyan,,,,nishaniya,Signs
riwayaat,riwayat,,,,riwayaat,Traditions
Naurang,norangi,norngi,,,norangi,Colorfulness
hatmi,hatime,hateme,hutime,,hatmi,Final
wazeefa,wazifa,wzeefa,wzifa,wazefa,wazeefa,Duty
ronay,rony,,,,ronay,Crying
peachay,peechay,pechay,pechy,pechey,pechay,Behind
khechna,khenchna,khainchna,kheinchna,khinchna,khechna,Pull
Zaalim,zalim,,,,zalim,Tyrant
hawaley,hawaly,hawalay,hawaaly,,hawaly,References
shahrah,suhrah,sahrah,,,shahrah,Street
wazra,wuzra,wazira,,,wazra,Minister
Riha,reha,rehaa,,,Riha,Released
apnany,apnanay,,,,apnany,Adopting
kamyaban,kamyabian,kamyaben,kamyabin,kamyaaban,kamyaban,Success
sabar,sabr,,,,sabar,Patience
jala,jalaa,,,,jala,Burn
haavi,haawi,havi,have,hawi,haawi,Empty
chandi,chaandi,chaandii,chande,,chandi,Silver
parhte,parhti,prhti,,,parhti,Reads
Hazri,haazre,haazri,,,Hazri,Attendance
Rozedar,,,,,Rozedar,Fasting
akhtamam,ikhtamam,,,,ikhtamam,Conclusion
baje,bajy,bajey,bajay,bajai,bajy,Times
qaraar,Qarar,karar,,,Qarar,Decision
parega,parrega,,,,parega,Will fall
Mamool,Mamol,,,,Mamool,Habit
achahiye,achai,,,,achai,Goodness
paimane,paimaney,paimany,peymane,paimanay,paimane,Scale
laita,leita,layta,,,laita,Lie down
loafer,lofar,laufar,,,lofar,Rascal
Jagga,jaga,jagaa,jaaga,Jagah,jaga,Place
paaenge,painge,paenge,,,painge,Will get
Tateel,,,,,Tateel,Explanation
paani,pani,pane,,,pani,Water
kameeni,kamenie,kamini,kameene,kamene,kameeni,Wicked
jhandey,jhanday,,,,jhanday,Flags
alamat,illamat,ilamat,,,alamat,Signs
tadrees,tadres,tadris,,,tadrees,Education
agle,agli,,,,agle,Next
Anghuta,Angootha,angotha,,,angotha,Finger
hira,hiraa,,,,hira,Diamond
parhty,,,,,parhty,Study
khazano,khazaano,,,,khazano,Treasures
agaaz,agaz,aagaz,aaghaz,aghaz,agaz,Beginning
choza,chuzza,chuza,chuzaa,chooza,choza,Nestling
